1:1	Am|on-the Anfang|beginning schuf|create Gott|God Himmel|heaven und|and Erde|earth
38:27	Und|and da|time sie|they gebären|bear sollte|beget wurden|were Zwillinge|twin in|in ihrem|her Leib|body gefunden|found
38:28	Und|and als|when sie|they jetzt|was-giving-birth gebar|beget tat|put sich|himself eine|a Hand|by heraus|put Da|then nahm|take die|the Wehmutter|beget einen|a roten|scarlet Faden|thread und|and band|conspired ihn|him darum|by und|and sprach|said Der|the wird|bring zuerst|first herauskommen|bring
38:29	Da|then aber|but der|the seine|his Hand|by wieder|back hineinzog|return kam|bring sein|his Bruder|brother heraus|bring und|and sie|they sprach|said Warum|why hast|have du|you um|for deinetwillen|your-sake solchen|such Riß|breach gerissen|increase Und|and man|one hieß|call ihn|name Perez|Pharez
38:30	Darnach|after kam|bring sein|his Bruder|brother heraus|bring der|the den|the roten|scarlet Faden|thread um|for seine|his Hand|by hatte|had Und|and man|one hieß|call ihn|name Serah|Zerah
39:1	Joseph|Joseph ward|was hinab|down nach|after Ägypten|Egypt geführt|descend und|and Potiphar|Potiphar ein|a ägyptischer|Egyptian Mann|man des|of-the Pharao|Pharaoh Kämmerer|eunuch und|and Hauptmann|prince kaufte|Buy ihn|him von|by den|the Ismaeliten|Ishmeelite die|the ihn|him hinabbrachten|descend
39:2	Und|and der|the HERR|GOD war|was mit|with Joseph|Joseph daß|that er|he ein|a glücklicher|prosper Mann|man ward|was und|and er|he war|was in|in seines|his Herrn|LORD des|of-the Ägypters|Egyptian Hause|household
39:3	Und|and sein|his Herr|LORD sah|see daß|that der|the HERR|GOD mit|with ihm|him war|was denn|for alles|all was|what er|he tat|make dazu|also gab|prosper der|the HERR|GOD Glück|prosper durch|through ihn|by
39:4	Also|so daß|that er|Joseph Gnade|grace fand|find vor|eye seinem|his Herrn|LORD und|and sein|his Diener|servant ward|serve Der|the setzte|sat ihn|him über|number sein|his Haus|household und|and alles|all was|what er|he hatte|is tat|did er|put unter|under seine|his Hände|by
39:5	Und|and von|from der|the Zeit|time an|to da|then er|he ihn|him über|over sein|his Haus|household und|and alle|all seine|his Güter|is gesetzt|made hatte|number segnete|bless der|the HERR|GOD des|of-the Ägypters|Egyptian Haus|household um|because Josephs|Joseph willen|because und|and war|was eitel|bitter Segen|blessing des|of-the HERRN|GOD in|in allem|all was|what er|he hatte|is zu|to Hause|household und|and auf|on dem|the Felde|field
39:6	Darum|therefore ließ|forsake er|he alles|all unter|under Josephs|Joseph Händen|by was|what er|he hatte|had und|and nahm|took sich|know keines|nothing Dinges|nothing an|know solange|while er|he ihn|him hatte|had nur|only daß|that er|he aß|ate und|and trank|drank Und|and Joseph|Joseph war|was schön|fair und|and hübsch|fair von|from Angesicht|appearance
39:7	Und|and es|it begab|happened sich|himself nach|after dieser|this Geschichte|word daß|that seines|his Herrn|LORD Weib|wife ihre|their Augen|eye auf|on Joseph|Joseph warf|bear und|and sprach|said Schlafe|lie bei|with mir|me
39:8	Er|he weigerte|refused sich|refuse aber|but und|and sprach|said zu|to ihr|you Siehe|behold mein|my Herr|LORD nimmt|takes sich|know keines|nothing Dinges|anything an|know vor|before mir|me was|what im|in-the Hause|household ist|is und|and alles|all was|what er|he hat|is das|the hat|has er|he unter|under meine|my Hände|by getan|put
39:9	und|and hat|has nichts|not so|then Großes|great in|in dem|the Hause|household das|the er|he mir|me verhohlen|withheld habe|spare außer|except dir|you indem|while du|you sein|his Weib|wife bist|are Wie|as sollte|would ich|I denn|for nun|now ein|a solch|such groß|great Übel|evil tun|make und|and wider|against Gott|God sündigen|sin
39:10	Und|and sie|they trieb|drove-out solche|these Worte|speak gegen|toward Joseph|Joseph täglich|time Aber|but er|he gehorchte|hear ihr|you nicht|not daß|that er|he nahe|near bei|with ihr|you schliefe|lie noch|still um|for sie|they wäre|was
39:11	Es|it begab|happened sich|himself eines|one Tages|time daß|that Joseph|Joseph in|in das|the Haus|household ging|went sein|his Geschäft|work zu|to tun|make und|and war|was kein|no Mensch|man vom|from-the Gesinde|household des|of-the Hauses|household dabei|beside-it
39:12	Und|and sie|they erwischte|take ihn|him bei|with seinem|his Kleid|garment und|and sprach|said Schlafe|lie bei|with mir|me Aber|but er|he ließ|forsake das|the Kleid|garment in|in ihrer|their Hand|by und|and floh|flee und|and lief|bring zum|as-a Hause|house hinaus|without
39:13	Da|then sie|they nun|now sah|see daß|that er|he sein|his Kleid|garment in|in ihrer|their Hand|by ließ|forsake und|and hinaus|without entfloh|flee
39:14	rief|called sie|call das|the Gesinde|household im|in-the Hause|household und|and sprach|said zu|to ihnen|them Sehet|see er|he hat|has uns|us den|the hebräischen|Hebrew Mann|man hereingebracht|brought daß|that er|he seinen|his Mutwillen|mock mit|with uns|us treibe|laugh Er|he kam|came zu|to mir|me herein|in und|and wollte|to bei|with mir|me schlafen|lie ich|I rief|call aber|but mit|with lauter|great Stimme|voice
39:15	Und|and da|then er|he hörte|hear daß|that ich|I ein|a Geschrei|outcry machte|voice und|and rief|call da|then ließ|forsake er|he sein|his Kleid|garment bei|with mir|me und|and lief|bring hinaus|without
39:16	Und|and sie|they legte|leave sein|his Kleid|garment neben|beside sich|himself bis|until der|the Herr|LORD heimkam|household
39:17	und|and sagte|speak zu|to ihm|him ebendieselben|the-same Worte|word und|and sprach|said Der|the hebräische|Hebrew Knecht|servant den|the du|you uns|us hereingebracht|brought hast|have kam|came zu|to mir|me herein|in und|and wollte|to seinen|his Mutwillen|mock mit|with mir|me treiben|laugh
39:18	Da|then ich|I aber|but ein|a Geschrei|outcry machte|voice und|and rief|call da|then ließ|forsake er|he sein|his Kleid|garment bei|with mir|me und|and floh|flee hinaus|without
39:19	Als|when sein|his Herr|LORD hörte|hear die|the Rede|word seines|his Weibes|wife die|the sie|they ihm|him sagte|speak und|and sprach|said Also|word hat|has mir|me dein|your Knecht|servant getan|make ward|kindled er|he sehr|very zornig|angry
39:20	Da|then nahm|take ihn|Joseph sein|his Herr|LORD und|and legte|put ihn|him ins|into-the Gefängnis|household darin|place des|of-the Königs|royal Gefangene|prisoners lagen|lying und|and er|he lag|lay allda|there im|in-the Gefängnis|household
39:21	Aber|but der|the HERR|GOD war|was mit|with ihm|Joseph und|and neigte|incline seine|his Huld|mercy zu|to ihm|him und|and ließ|put ihn|him Gnade|grace finden|put vor|eye dem|the Amtmann|prince über|over das|the Gefängnis|household
39:22	daß|that er|he ihm|him unter|under seine|Joseph Hand|by befahl|put alle|all Gefangenen|prisoners im|in-the Gefängnis|household auf|on daß|that alles|all was|what da|then geschah|make durch|through ihn|him geschehen|happened mußte|make
39:23	Denn|for der|the Amtmann|prince des|of-the Gefängnisses|household nahm|took sich|see keines|nothing Dinges|nothing an|see denn|for der|the HERR|GOD war|was mit|with Joseph|Joseph und|and was|what er|he tat|make dazu|also gab|prosper der|the HERR|GOD Glück|prosper
40:1	Und|and es|it begab|happened sich|himself darnach|after daß|that sich|himself der|the Schenke|drink des|of-the Königs|royal in|in Ägypten|Egypt und|and der|the Bäcker|baker versündigten|sin an|to ihrem|her Herrn|LORD dem|the König|royal von|from Ägypten|Egypt
40:2	Und|and Pharao|Pharaoh ward|was zornig|wroth über|above seine|his beiden|two Kämmerer|eunuch über|over den|the Amtmann|prince über|over die|the Schenken|drink und|and über|over den|the Amtmann|prince über|over die|the Bäcker|baker
40:3	und|and ließ|had sie|they setzen|put in|in des|of-the Hauptmanns|prince Haus|household ins|into-the Gefängnis|household da|place Joseph|Joseph lag|lay
40:4	Und|and der|the Hauptmann|prince setzte|number Joseph|Joseph über|over sie|they daß|that er|he ihnen|them diente|serve und|and sie|they saßen|remained etliche|some Tage|time im|in-the Gefängnis|ward
40:5	Und|and es|it träumte|dream ihnen|them beiden|two dem|the Schenken|drink und|and dem|the Bäcker|baker des|of-the Königs|royal von|from Ägypten|Egypt in|in einer|one Nacht|night einem|a jeglichen|one ein|a eigener|own Traum|dream und|and eines|one jeglichen|one Traum|dream hatte|had seine|his Bedeutung|interpretation
40:6	Da|then nun|now des|of-the Morgens|morning Joseph|Joseph zu|to ihnen|them hereinkam|came und|and sah|see daß|that sie|they traurig|troubled waren|wroth
40:7	fragte|ask er|he sie|they und|and sprach|said Warum|why seid|are ihr|face heute|time so|then traurig|evil
40:8	Sie|they antworteten|answered Es|it hat|has uns|us geträumt|dream und|and wir|we haben|have niemand|no-one der|the es|it uns|us auslege|interpret Joseph|Joseph sprach|said Auslegen|interpretation gehört|heard Gott|God zu|to doch|please erzählt|scribe mir|me s|[s]
40:9	Da|then erzählte|scribe der|the oberste|prince Schenke|drink seinen|his Traum|dream Joseph|Joseph und|and sprach|said zu|to ihm|him Mir|me hat|has geträumt|dream daß|that ein|a Weinstock|vine vor|before mir|face wäre|was
40:10	der|vine hatte|had drei|three Reben|branch und|and er|he grünte|flourish wuchs|offer und|and blühte|hawk und|and seine|his Trauben|grape wurden|were reif|seethe
40:11	und|and ich|I hatte|had den|the Becher|cup Pharaos|Pharaoh in|in meiner|my Hand|by und|and nahm|take die|the Beeren|grape und|and zerdrückte|press sie|they in|in den|Pharaoh Becher|cup und|and gab|put den|the Becher|cup Pharao|Pharaoh in|in die|the Hand|hand
40:12	Joseph|Joseph sprach|said zu|to ihm|him Das|the ist|is seine|his Deutung|interpretation Drei|three Reben|branch sind|are drei|three Tage|time
40:13	Über|testify drei|three Tage|time wird|will Pharao|Pharaoh dein|your Haupt|head erheben|bear und|and dich|you wieder|return an|to dein|your Amt|foot stellen|return daß|that du|you ihm|him den|Pharaoh Becher|cup in|in die|the Hand|by gebest|put nach|after der|the vorigen|first Weise|judgment da|then du|you sein|his Schenke|cupbearer warst|drink
40:14	Aber|but gedenke|remember meiner|my wenn|when dir|you s|[s] wohl|well geht|well und|and tue|make Barmherzigkeit|mercy an|to mir|me daß|that du|you Pharao|Pharaoh erinnerst|remember daß|that er|he mich|me aus|from diesem|this Hause|household führe|bring
40:15	Denn|for ich|I bin|am aus|from dem|the Lande|land der|the Hebräer|Hebrew heimlich|secretly gestohlen|steal dazu|also habe|have ich|I auch|also allhier|here nichts|nothing getan|make daß|that sie|they mich|me eingesetzt|put haben|have
40:16	Da|then der|the oberste|prince Bäcker|baker sah|see daß|that die|the Deutung|interpret gut|good war|was sprach|said er|he zu|to Joseph|Joseph Mir|me hat|has auch|also geträumt|dream ich|I trüge|behold drei|three weiße|white Körbe|basket auf|on meinem|my Haupt|head
40:17	und|and im|in-the obersten|High Korbe|basket allerlei|every gebackene|baked Speise|meat für|for den|the Pharao|Pharaoh und|and die|the Vögel|fowl aßen|ate aus|from dem|the Korbe|basket auf|above meinem|my Haupt|head
40:18	Joseph|answer antwortete|Joseph und|and sprach|said Das|the ist|is seine|his Deutung|interpretation Drei|three Körbe|basket sind|are drei|three Tage|time
40:19	und|and nach|after drei|three Tagen|time wird|will dir|you Pharao|Pharaoh dein|your Haupt|head erheben|bear und|and dich|you an|to den|the Galgen|tree hängen|hang und|and die|the Vögel|fowl werden|be dein|your Fleisch|flesh von|from dir|you essen|eat
40:20	Und|and es|it geschah|happened des|of-the dritten|third Tages|time da|time beging|celebrated Pharao|Pharaoh seinen|his Jahrestag|beget und|and er|he machte|make eine|a Mahlzeit|feast allen|all seinen|his Knechten|servant und|and erhob|bear das|the Haupt|head des|of-the obersten|prince Schenken|drink und|and das|the Haupt|head des|of-the obersten|prince Bäckers|baker unter|midst den|the Knechten|servant
40:21	und|and setzte|return den|the obersten|prince Schenken|drink wieder|return in|in sein|his Schenkamt|drink daß|that er|he den|the Becher|cup reicht|put in|in Pharaos|Pharaoh Hand|hand
40:22	aber|but den|the obersten|prince Bäcker|baker ließ|had er|he henken|hang wie|as ihnen|them Joseph|Joseph gedeutet|interpreted hatte|interpret
40:23	Aber|but der|the oberste|prince Schenke|drink gedachte|remember nicht|not an|to Joseph|Joseph sondern|but vergaß|forget ihn|him
41:1	Und|and nach|end zwei|time Jahren|year hatte|had Pharao|Pharaoh einen|a Traum|dream wie|as er|he stünde|stood am|on-the Nil|river
41:2	und|and sähe|see aus|from dem|the Wasser|river steigen|offer sieben|seven schöne|fair fette|fat Kühe|kine die|the gingen|went auf|on der|the Weide|feed im|in-the Grase|grass
41:3	Nach|after diesen|this sah|saw er|he andere|other sieben|seven Kühe|kine aus|from dem|the Wasser|river aufsteigen|offer die|the waren|were häßlich|evil und|and mager|thin und|and traten|stood neben|beside die|the Kühe|kine an|to das|the Ufer|lip am|on-the Wasser|river
41:4	Und|and die|the häßlichen|evil und|and mageren|thin fraßen|ate die|the sieben|seven schönen|fair fetten|fat Kühe|kine Da|then erwachte|awake Pharao|Pharaoh
41:5	Und|and er|he schlief|sleep wieder|back ein|a und|and ihn|him träumte|dream abermals|second und|and er|he sah|saw daß|that sieben|seven Ähren|ears wuchsen|offer an|to einem|a Halm|reed voll|fat und|and dick|good
41:6	Darnach|after sah|saw er|he sieben|seven dünnen|thin Ähren|ears aufgehen|grow die|the waren|were vom|from-the Ostwind|east versengt|blasted
41:7	Und|and die|the sieben|seven mageren|thin Ähren|ears verschlangen|destroy die|the sieben|seven dicken|fat und|and vollen|full Ähren|ears Da|then erwachte|awake Pharao|Pharaoh und|and merkte|knew daß|that es|it ein|a Traum|dream war|was
41:8	Und|and da|then es|it Morgen|morning ward|morning war|was sein|his Geist|wind bekümmert|troubled und|and er|he schickte|sent aus|send und|and ließ|had rufen|call alle|all Wahrsager|magician in|in Ägypten|Egypt und|and alle|all Weisen|wise und|Pharaoh erzählte|scribe ihnen|them seine|his Träume|dream Aber|but da|then war|was keiner|none der|the sie|they dem|the Pharao|Pharaoh deuten|interpret konnte|interpret
41:9	Da|then redete|speak der|the oberste|prince Schenke|drink zu|to Pharao|Pharaoh und|and sprach|said Ich|remember gedenke|remember heute|time an|to meine|my Sünden|sin
41:10	Da|then Pharao|Pharaoh zornig|angry ward|wroth über|over seine|his Knechte|servant und|and mich|me mit|with dem|the obersten|prince Bäcker|baker ins|into-the Gefängnis|ward legte|put in|in des|of-the Hauptmanns|prince Hause|household
41:11	da|then träumte|dreamed uns|dream beiden|two in|in einer|one Nacht|night einem|a jeglichen|one sein|his Traum|dream des|of-the Deutung|interpretation ihn|him betraf|concerned
41:12	Da|then war|was bei|with uns|us ein|a hebräischer|Hebrew Jüngling|servant des|of-the Hauptmanns|prince Knecht|servant dem|the erzählten|scribe wir|we s|[s] Und|and er|he deutete|interpret uns|us unsere|our Träume|dream einem|a jeglichen|one seinen|his Traum|dream
41:13	Und|and wie|as er|he uns|us deutete|interpret so|then ist|is s|[s] ergangen|happened denn|for ich|I bin|am wieder|return in|in mein|my Amt|foot gesetzt|return und|and jener|that-one ist|is gehenkt|hang
41:14	Da|then sandte|send Pharao|Pharaoh hin|away und|and ließ|call Joseph|Joseph rufen|call und|and sie|they ließen|sent ihn|him eilend|run aus|from dem|the Gefängnis|prison Und|and er|he ließ|had sich|himself scheren|shave und|and zog|change andere|change Kleider|raiment an|change und|and kam|came hinein|in zu|to Pharao|Pharaoh
41:15	Da|then sprach|said Pharao|Pharaoh zu|to ihm|Joseph Mir|me hat|has ein|a Traum|dream geträumt|dream und|and ist|is niemand|no-one der|the ihn|him deuten|interpret kann|interpret ich|I habe|have aber|but gehört|hear von|from dir|you sagen|say wenn|when du|you einen|a Traum|dream hörst|hear so|then kannst|are-able du|you ihn|him deuten|interpret
41:16	Joseph|Joseph antwortete|answer Pharao|Pharaoh und|and sprach|said Das|the steht|is bei|with mir|me nicht|beside Gott|God wird|will doch|please Pharao|Pharaoh Gutes|peace weissagen|answer
41:17	Pharao|Pharaoh sprach|speak zu|to Joseph|Joseph Mir|me träumte|dream ich|I stand|stood am|on-the Ufer|lip bei|with dem|the Wasser|river
41:18	und|and sah|saw aus|from dem|the Wasser|river steigen|offer sieben|seven schöne|fair fette|fat Kühe|kine die|the gingen|went auf|on der|the Weide|feed im|in-the Grase|grass
41:19	Und|and nach|after ihnen|them sah|saw ich|I andere|other sieben|seven dürre|poor sehr|very häßliche|evil und|and magere|lean Kühe|kine heraussteigen|offer Ich|I habe|have in|in ganz|all Ägyptenland|Egypt nicht|not so|therein häßliche|evil gesehen|see
41:20	Und|and die|the sieben|seven mageren|lean und|and häßlichen|evil Kühe|kine fraßen|ate auf|on die|the sieben|seven ersten|first fetten|fat Kühe|kine
41:21	Und|and da|then sie|they sie|they hineingefressen|eaten hatten|among merkte|know man|one s|[s] nicht|not an|to ihnen|them daß|that sie|they die|the gefressen|devoured hatten|among und|and waren|were häßlich|appearance gleich|like wie|as vorhin|beginning Da|then wachte|woke ich|I auf|awake
41:22	Und|and ich|I sah|see abermals|again in|in einen|a Traum|dream sieben|seven Ähren|ears auf|on einem|a Halm|reed wachsen|offer voll|full und|and dick|good
41:23	Darnach|after gingen|went auf|grow sieben|seven dürre|withered Ähren|ears dünn|thin und|and versengt|blasted
41:24	Und|and die|the sieben|seven dünnen|thin Ähren|ears verschlangen|destroy die|the sieben|seven dicken|good Ähren|ears Und|and ich|I habe|have es|it den|the Wahrsagern|magician gesagt|said aber|but die|the können|can s|[s] mir|me nicht|not deuten|tell
41:25	Joseph|Joseph antwortete|answered Pharao|Pharaoh Beide|both Träume|dream Pharaos|Pharaoh sind|are einerlei|one Gott|God verkündigt|tell Pharao|Pharaoh was|what er|he vorhat|make
41:26	Die|the sieben|seven schönen|good Kühe|kine sind|are sieben|seven Jahre|year und|and die|the sieben|seven guten|good Ähren|ears sind|are auch|also die|the sieben|seven Jahre|year Es|it ist|is einerlei|one Traum|dream
41:27	Die|the sieben|seven mageren|lean und|and häßlichen|evil Kühe|kine die|the nach|after jenen|those aufgestiegen|came-up sind|offer das|the sind|are sieben|seven Jahre|year und|and die|the sieben|seven mageren|empty und|and versengten|blasted Ähren|ears sind|are sieben|seven Jahre|year teure|famine Zeit|time
41:28	Das|the ist|word nun|now wie|as ich|I gesagt|said habe|speak zu|to Pharao|Pharaoh daß|that Gott|God Pharao|Pharaoh zeigt|see was|what er|he vorhat|make
41:29	Siehe|behold sieben|seven reiche|great Jahre|year werden|be kommen|come in|in ganz|all Ägyptenland|Egypt
41:30	Und|and nach|after denselben|these werden|be sieben|seven Jahre|year teure|of-famine Zeit|famine kommen|arise daß|that man|one vergessen|forget wird|forget aller|all solcher|such Fülle|plenty in|in Ägyptenland|Egypt und|and die|the teure|of-famine Zeit|famine wird|will das|the Land|land verzehren|consume
41:31	daß|that man|one nichts|nothing wissen|know wird|know von|from der|the Fülle|plenty im|in-the Lande|land vor|face der|the teuren|famine Zeit|famine die|the hernach|afterwards kommt|comes denn|for sie|they wird|will sehr|very schwer|great sein|his
41:32	Daß|that aber|but dem|the Pharao|Pharaoh zum|as-a andernmal|once geträumt|dream hat|has bedeutet|means daß|that solches|word Gott|God gewiß|prepare und|and eilend|haste tun|do wird|make
41:33	Nun|now sehe|see Pharao|Pharaoh nach|see einem|a verständigen|discerning und|and weisen|wise Mann|man den|the er|he über|over Ägyptenland|Egypt setze|set
41:34	und|Pharaoh schaffe|make daß|that er|he Amtleute|officer verordne|number im|in-the Lande|land und|and nehme|take den|the Fünften|take up the fifth participle in|in Ägyptenland|Egypt in|in den|the sieben|seven reichen|plenty Jahren|year
41:35	und|and sammle|gather alle|all Speise|food der|the guten|good Jahre|year die|the kommen|come werden|be daß|that sie|they Getreide|corn aufschütten|heap in|in Pharaos|Pharaoh Kornhäuser|by zum|as-a Vorrat|reserve in|in den|the Städten|town und|and es|it verwahren|keep
41:36	auf|on daß|that man|one Speise|food verordnet|store finde|if-I-find dem|the Lande|land in|in den|the sieben|seven teuren|famine Jahren|year die|the über|over Ägyptenland|Egypt kommen|come werden|be daß|that nicht|not das|the Land|land vor|before Hunger|famine verderbe|make
41:37	Die|the Rede|word gefiel|well Pharao|Pharaoh und|and allen|all seinen|his Knechten|servant wohl|well
41:38	Und|and Pharao|Pharaoh sprach|said zu|to seinen|his Knechten|servant Wie|as könnten|could wir|we einen|a solchen|this Mann|man finden|find in|in dem|the der|the Geist|wind Gottes|of-God sei|be
41:39	Und|Pharaoh sprach|said zu|to Joseph|Joseph Weil|because dir|you Gott|God solches|this alles|all hat|has kundgetan|know ist|is keiner|none so|then verständig|discerning und|and weise|wise wie|as du|you
41:40	Du|you sollst|shall über|over mein|my Haus|household sein|be thou und|and deinem|your Wort|mouth soll|shall all|all mein|my Volk|nation gehorsam|obedient sein|kiss allein|only um|for den|the königlichen|royal Stuhl|throne will|will ich|I höher|greater sein|magnify als|when du|you
41:41	Und|and weiter|further sprach|said Pharao|Pharaoh zu|to Joseph|Joseph Siehe|see ich|I habe|have dich|you über|over ganz|all Ägyptenland|Egypt gesetzt|put
41:42	Und|and er|Pharaoh tat|depart seinen|his Ring|ring von|from seiner|his Hand|by und|and gab|put ihn|him Joseph|Joseph an|to seine|his Hand|by und|and kleidete|clothe ihn|him mit|with köstlicher|fine Leinwand|linen und|and hing|put eine|a goldene|gold Kette|chain an|to seinen|his Hals|neck
41:43	und|and ließ|had ihn|him auf|on seinem|his zweiten|second Wagen|chariot fahren|ride und|and ließ|had vor|before ihm|face ausrufen|call Der|the ist|is des|of-the Landes|land Vater|father und|and setzte|sat ihn|put über|over ganz|all Ägyptenland|Egypt
41:44	Und|and Pharao|Pharaoh sprach|said zu|to Joseph|Joseph Ich|I bin|am Pharao|Pharaoh ohne|beside deinen|your Willen|sake soll|shall niemand|no-one seine|his Hand|by und|and Fuß|feet regen|exalt in|in ganz|all Ägyptenland|Egypt
41:45	Und|Pharaoh nannte|call ihn|Joseph den|the heimlichen|secret Rat|Zaphnathpaaneah und|and gab|put ihm|him ein|a Weib|wife Asnath|Asenath die|the Tochter|daughter Potipheras|Potipherah des|of-the Priesters|priest zu|to On|On Also|so zog|bring Joseph|Joseph aus|bring das|the Land|land Ägypten|Egypt zu|to besehen|inspect
41:46	Und|and er|Joseph war|was dreißig|thirty Jahre|year alt|old da|then er|he vor|face Pharao|Pharaoh stand|stood dem|the König|royal in|in Ägypten|Egypt und|Joseph fuhr|went aus|bring von|face Pharao|Pharaoh und|and zog|went durch|pass ganz|all Ägyptenland|Egypt
41:47	Und|and das|the Land|land trug|make in|in den|the sieben|seven reichen|plenty Jahren|year die|the Fülle|handful
41:48	und|and sie|they sammelten|gather alle|all Speise|food der|the sieben|seven Jahre|year so|then im|in-the Lande|land Ägypten|Egypt waren|were und|and taten|put sie|they in|in die|the Städte|town Was|what für|for Speise|food auf|on dem|the Felde|field einer|one jeglichen|one Stadt|town umher|circuits wuchs|grew das|the taten|did sie|put hinein|midst
41:49	Also|so schüttete|heap Joseph|Joseph das|the Getreide|corn auf|heap über|over die|the Maßen|very viel|multiply wie|as Sand|sand am|on-the Meer|sea also|so daß|that er|he aufhörte|cease es|it zu|to zählen|scribe denn|for man|one konnte|could es|it nicht|not zählen|number
41:50	Und|and Joseph|Joseph wurden|were zwei|two Söhne|old geboren|beget ehe|before denn|for die|the teure|of-famine Zeit|year kam|came welche|which ihm|him gebar|beget Asnath|Asenath Potipheras|Potipherah des|of-the Priesters|priest zu|to On|On Tochter|daughter
41:51	Und|and er|Joseph hieß|call den|the ersten|firstborn Manasse|Manasseh denn|for Gott|God sprach|said er|he hat|has mich|me lassen|let vergessen|forget alles|all meines|my Unglücks|labour und|and all|all meines|my Vaters|father's Hauses|household
41:52	Den|the andern|second hieß|call er|he Ephraim|Ephraim denn|for Gott|God sprach|said er|he hat|has mich|me lassen|let wachsen|fruitful in|in dem|the Lande|land meines|my Elends|affliction
41:53	Da|then nun|now die|the sieben|seven reichen|plenty Jahre|year um|for waren|consume in|in Ägypten|Egypt
41:54	da|then fingen|began an|begin die|the sieben|seven teuren|famine Jahre|year zu|to kommen|come davon|from-which Joseph|Joseph gesagt|said hatte|had Und|and es|it ward|was eine|a Teuerung|famine in|in allen|all Landen|lands aber|but in|in ganz|all Ägyptenland|Egypt war|was Brot|bread
41:55	Da|then nun|now das|the ganze|whole Ägyptenland|Egypt auch|also Hunger|hunger litt|hungry schrie|cry das|the Volk|nation zu|to Pharao|Pharaoh um|for Brot|bread Aber|but Pharao|Pharaoh sprach|said zu|to allen|all Ägyptern|Egypt Gehet|go hin|go zu|to Joseph|Joseph was|what euch|you der|the sagt|say das|the tut|make
41:56	Als|when nun|now im|face ganzen|whole Lande|land Teuerung|famine war|was tat|open Joseph|Joseph allenthalben|everywhere Kornhäuser|granaries auf|open und|and verkaufte|buy den|the Ägyptern|Egypt Denn|for die|the Teuerung|famine ward|was je|two länger|longer je|two größer|strong im|in-the Lande|land
41:57	Und|and alle|all Lande|land kamen|came nach|after Ägypten|Egypt zu|to kaufen|buy bei|with Joseph|Joseph denn|for die|the Teuerung|famine war|was groß|strong in|in allen|all Landen|lands
42:1	Da|then aber|but Jakob|Jacob sah|see daß|that Getreide|corn in|in Ägypten|Egypt feil|for-sale war|is sprach|said er|Jacob zu|to seinen|his Söhnen|old Was|what sehet|see ihr|see euch|you lange|long um|for
42:2	Siehe|behold ich|I höre|hear es|it sei|is in|in Ägypten|Egypt Getreide|corn feil|is zieht|go hinab|descend und|and kauft|buy uns|us Getreide|grain daß|that wir|we leben|live und|and nicht|not sterben|die
42:3	Also|so zogen|went hinab|descend zehn|ten Brüder|brothers Josephs|Joseph daß|that sie|they in|in Ägypten|Egypt Getreide|corn kauften|buy
42:4	Aber|but den|the Benjamin|Benjamin Josephs|Joseph Bruder|brother ließ|send Jakob|Jacob nicht|not mit|with seinen|his Brüdern|brothers ziehen|send denn|for er|he sprach|said Es|it möchte|turn ihm|him ein|a Unfall|harm begegnen|befall
42:5	Also|so kamen|came die|the Kinder|old Israels|Israelites Getreide|grain zu|to kaufen|buy samt|midst anderen|others die|the mit|with ihnen|them zogen|went denn|for es|it war|was im|in-the Lande|land Kanaan|Canaan auch|also teuer|famine
42:6	Aber|but Joseph|Joseph war|was der|the Regent|governor im|in-the Lande|land und|and verkaufte|buy Getreide|grain allem|all Volk|nation im|in-the Lande|land Da|then nun|now seine|Joseph Brüder|brothers kamen|came fielen|worship sie|they vor|before ihm|him nieder|down zur|to-the Erde|earth auf|on ihr|you Antlitz|faces
42:7	Und|and er|Joseph sah|see sie|they an|see und|and kannte|know sie|they und|and stellte|presented sich|himself fremd|know gegen|toward sie|they und|and redete|speak hart|hard mit|with ihnen|them und|and sprach|said zu|to ihnen|them Woher|from-where kommt|comes ihr|you Sie|they sprachen|said Aus|from dem|the Lande|land Kanaan|Canaan Speise|food zu|to kaufen|buy
42:8	Aber|but wiewohl|because er|Joseph sie|they kannte|know kannten|know sie|they ihn|him doch|please nicht|not
42:9	Und|and Joseph|Joseph gedachte|remember an|to die|the Träume|dream die|the ihm|him von|from ihnen|them geträumt|dreamed hatten|dream und|and sprach|said zu|to ihnen|them Ihr|you seid|are Kundschafter|spy und|and seid|are gekommen|come zu|to sehen|see wo|where das|the Land|land offen|nakedness ist|is
42:10	Sie|they antworteten|answered ihm|him Nein|no mein|my Herr|LORD deine|your Knechte|servant sind|are gekommen|come Speise|food zu|to kaufen|buy
42:11	Wir|we sind|are alle|all eines|one Mannes|man's Söhne|old wir|we sind|are redlich|prepare und|and deine|your Knechte|servant sind|are nie|never Kundschafter|spy gewesen|been
42:12	Er|he sprach|said zu|to ihnen|them Nein|no sondern|but ihr|you seid|are gekommen|come zu|to ersehen|see wo|where das|the Land|land offen|nakedness ist|is
42:13	Sie|they antworteten|answered ihm|him Wir|we deine|your Knechte|servant sind|are zwölf|two Brüder|brothers eines|one Mannes|man's Söhne|old im|in-the Lande|land Kanaan|Canaan und|and der|the jüngste|small ist|is noch|time bei|with unserm|our Vater|father aber|but der|the eine|a ist|is nicht|not mehr|more vorhanden|around
